"[1.0, 1.0, 1.0, 1]"
"[0.4, 1, 0.775, 1]"
"[0.19999999999999996, 1, 0.3999999999999999, 1]"
"[0.475, 1, 0.4, 1]"
"[0.09999999999999998, 1, 0.6625, 1]"
